,id,ID,cycexp,G2_year,YOB,famfriends,cycling_test,walk_test,downtown_test,downtown_tor,turn_num,MV,PED,CYC,direction,control_type,failure
201,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T3,2,1,1,Right,Signalized,No
202,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T4,2,1,1,Right,Signalized,No
203,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T5,1,1,1,Left,Uncontrolled,No
204,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T6,1,1,1,Left,Signalized,No
205,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T7,2,1,1,Left,Uncontrolled,No
206,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T8,1,1,1,Right,Uncontrolled,Yes
207,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T9,1,1,1,Right,Uncontrolled,No
208,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T10,1,1,1,Right,Signalized,Yes
209,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T11,1.333333333,1.666666667,1,Right,Signalized,No
210,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T12,1,1,1,Left,Uncontrolled,No
211,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T13,1,1.666666667,1,Right,Signalized,No
212,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T14,NA,NA,NA,Right,Uncontrolled,No
213,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T15,2.333333333,2,1,Right,Signalized,Yes
214,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T16,2,1,1,Left,Uncontrolled,No
215,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T17,1,1,1,Left,Signalized,No
216,12,2014,Never,1997,1978,No,Never,A few days a week,Every day or almost every day,Every day or almost every day,T18,3,1,1,Left,Signalized,No
217,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T1,2.333333333,2.666666667,1,Right,Signalized,Yes
218,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T2,2.333333333,2,1,Left,Signalized,Yes
219,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T3,1,1,1,Right,Signalized,No
220,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T4,2,1,1,Right,Signalized,Yes
221,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T5,1,1,1,Left,Uncontrolled,No
222,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T6,2.333333333,1.666666667,1,Left,Signalized,No
223,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T7,2.333333333,1.333333333,1.333333333,Left,Uncontrolled,No
224,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T8,1,1,1,Right,Uncontrolled,Yes
225,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T9,1,2.333333333,1,Right,Uncontrolled,No
226,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T10,2,1,1,Right,Signalized,No
227,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T11,3,2,1.666666667,Right,Signalized,No
228,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T12,1,1.333333333,1,Left,Uncontrolled,No
229,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T13,2,3,1,Right,Signalized,No
230,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T14,1,1,1,Right,Uncontrolled,No
231,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T15,2,1,1,Right,Signalized,Yes
232,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T16,3,1,1,Left,Uncontrolled,No
233,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T17,1,1,1,Left,Signalized,No
234,13,2015,Never,2009,1980,No,Never,A few times a year or less,A few days a month,A few days a week,T18,1,1,1,Left,Signalized,No
235,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T1,2,1,1,Right,Signalized,Yes
236,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T2,1,1.666666667,1,Left,Signalized,No
237,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T3,1,1,1,Right,Signalized,No
238,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T4,1,1.666666667,1,Right,Signalized,No
239,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T5,1,1,1,Left,Uncontrolled,No
240,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T6,1,1,1,Left,Signalized,No
241,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T7,2,1,1,Left,Uncontrolled,Yes
242,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T8,1.666666667,1,1,Right,Uncontrolled,Yes
243,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T9,1,1,1,Right,Uncontrolled,No
244,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T10,2.333333333,1,1,Right,Signalized,No
245,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T11,2.333333333,2,1,Right,Signalized,No
246,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T12,2,1,1,Left,Uncontrolled,No
247,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T13,1,1,1,Right,Signalized,No
248,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T14,1,1,1,Right,Uncontrolled,No
249,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T15,1.666666667,1.333333333,1,Right,Signalized,Yes
250,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T16,1.333333333,1,1,Left,Uncontrolled,Yes
251,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T17,1,1,1,Left,Signalized,No
252,14,2016,A few days a month,1989,1972,No,Never,A few times a year or less,A few times a year or less,A few days a month,T18,3,1,1,Left,Signalized,No
253,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T1,1,1,1.666666667,Right,Signalized,No
254,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T2,1,1,1,Left,Signalized,No
255,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T3,1,1,1,Right,Signalized,No
256,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T4,1,1,1,Right,Signalized,No
257,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T5,1,1,1,Left,Uncontrolled,Yes
258,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T6,1,1,1,Left,Signalized,No
259,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T7,1.333333333,1,1,Left,Uncontrolled,No
260,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T8,1,1,1,Right,Uncontrolled,No
261,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T9,1,1,1,Right,Uncontrolled,Yes
262,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T10,1,1,1,Right,Signalized,No
263,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T11,2,2,1,Right,Signalized,No
264,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T12,1,1,1,Left,Uncontrolled,No
265,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T13,1,1,1,Right,Signalized,No
266,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T14,1,1,1,Right,Uncontrolled,No
267,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T15,1,1,1,Right,Signalized,No
268,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T16,1.333333333,1,1,Left,Uncontrolled,No
269,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T17,1,1,1,Left,Signalized,No
270,15,2017,A few times or less,1996,1976,No,A few times a year or less,A few days a week,Every day or almost every day,Every day or almost every day,T18,2,1,1,Left,Signalized,No
271,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T1,1,1.333333333,1,Right,Signalized,No
272,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T2,1.666666667,3,1,Left,Signalized,No
273,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T3,1,1,1,Right,Signalized,No
274,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T4,2.333333333,2.333333333,1.666666667,Right,Signalized,No
275,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T5,1,1.333333333,1,Left,Uncontrolled,Yes
276,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T6,1.666666667,2.333333333,1,Left,Signalized,No
277,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T7,1,1.333333333,1,Left,Uncontrolled,No
278,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T8,1.666666667,1,1,Right,Uncontrolled,No
279,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T9,1,1.666666667,1,Right,Uncontrolled,No
280,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T10,1,1,1,Right,Signalized,No
281,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T11,2,2.333333333,1,Right,Signalized,No
282,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T12,1.666666667,1.333333333,1,Left,Uncontrolled,No
283,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T13,1,1,1,Right,Signalized,No
284,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T14,1,2,1.666666667,Right,Uncontrolled,No
285,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T15,1.666666667,2.333333333,1,Right,Signalized,No
286,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T16,1.666666667,1.333333333,1,Left,Uncontrolled,No
287,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T17,1.333333333,1,1,Left,Signalized,No
288,16,2018,A few days a month,1998,1981,No,A few times a year or less,A few times a year or less,A few days a month,Every day or almost every day,T18,2.333333333,1.666666667,1,Left,Signalized,No
289,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T1,2,2,1,Right,Signalized,No
290,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T2,2,2,1,Left,Signalized,No
291,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T3,1,1,1,Right,Signalized,No
292,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T4,2,3,1.333333333,Right,Signalized,Yes
293,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T5,2,1,1,Left,Uncontrolled,No
294,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T6,1,1.333333333,1,Left,Signalized,No
295,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T7,1,1,1,Left,Uncontrolled,No
296,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T8,1.333333333,1.666666667,1,Right,Uncontrolled,Yes
297,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T9,1,1,1,Right,Uncontrolled,No
298,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T10,1,1,1,Right,Signalized,No
299,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T11,2.333333333,1.333333333,1,Right,Signalized,Yes
300,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T12,2,1,1,Left,Uncontrolled,No
301,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T13,2.666666667,2,1.333333333,Right,Signalized,No
302,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T14,NA,NA,NA,Right,Uncontrolled,NA
303,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T15,1.666666667,1.333333333,1,Right,Signalized,No
304,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T16,1.666666667,1,1,Left,Uncontrolled,No
305,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T17,1,1,1,Left,Signalized,No
306,17,2019,Never,1999,1978,No,Never,A few times a year or less,A few times a year or less,A few days a month,T18,2.333333333,1,1,Left,Signalized,No
307,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T1,1,1,1,Right,Signalized,Yes
308,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T2,1.666666667,2.333333333,1,Left,Signalized,No
309,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T3,1,1,1,Right,Signalized,No
310,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T4,1,1,1,Right,Signalized,Yes
311,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T5,1,1,1,Left,Uncontrolled,Yes
312,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T6,1,1,1,Left,Signalized,No
313,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T7,1,1,1,Left,Uncontrolled,Yes
314,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T8,1,1,1,Right,Uncontrolled,Yes
315,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T9,1,1,1,Right,Uncontrolled,No
316,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T10,1,1,1,Right,Signalized,Yes
317,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T11,2,1,1,Right,Signalized,Yes
318,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T12,1,1,1,Left,Uncontrolled,No
319,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T13,2,2,1.666666667,Right,Signalized,Yes
320,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T14,1,1,1,Right,Uncontrolled,No
321,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T15,1,1,1,Right,Signalized,Yes
322,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T16,1.333333333,1,1,Left,Uncontrolled,Yes
323,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T17,1,1,1,Left,Signalized,No
324,18,2020,Never,1989,1974,No,Never,A few days a month,A few days a month,A few days a week,T18,2,1,1,Left,Signalized,No
325,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T1,2,1,1.333333333,Right,Signalized,Yes
326,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T2,1.333333333,2,1,Left,Signalized,No
327,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T3,2,1,1,Right,Signalized,Yes
328,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T4,1,1,1,Right,Signalized,Yes
329,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T5,1.666666667,1,1,Left,Uncontrolled,Yes
330,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T6,1,1,1,Left,Signalized,No
331,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T7,1,1,1,Left,Uncontrolled,No
332,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T8,1.666666667,1.333333333,1,Right,Uncontrolled,Yes
333,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T9,1,1,1,Right,Uncontrolled,Yes
334,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T10,1,1,1,Right,Signalized,No
335,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T11,1,1,1,Right,Signalized,Yes
336,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T12,1,1,1,Left,Uncontrolled,No
337,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T13,1,1,1,Right,Signalized,Yes
338,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T14,1,1,1,Right,Uncontrolled,Yes
339,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T15,1,1,1,Right,Signalized,No
340,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T16,1,1,1,Left,Uncontrolled,No
341,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T17,1.333333333,1,1,Left,Signalized,No
342,19,2021,Never,1998,1967,No,Never,Never,A few times a year or less,A few days a month,T18,1,1,1,Left,Signalized,No
343,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T1,1,1,1,Right,Signalized,No
344,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T2,2,1,1,Left,Signalized,No
345,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T3,1,1,1,Right,Signalized,Yes
346,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T4,2.333333333,2,1,Right,Signalized,Yes
347,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T5,1,1,1,Left,Uncontrolled,Yes
348,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T6,1,1,1,Left,Signalized,No
349,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T7,1,1,1,Left,Uncontrolled,No
350,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T8,1,1.333333333,1,Right,Uncontrolled,No
351,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T9,1,1,1,Right,Uncontrolled,No
352,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T10,1,1,1,Right,Signalized,No
353,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T11,2.333333333,2.333333333,1,Right,Signalized,No
354,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T12,1,1,1,Left,Uncontrolled,No
355,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T13,1,1,1,Right,Signalized,No
356,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T14,1,1,1,Right,Uncontrolled,No
357,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T15,2,1,1,Right,Signalized,Yes
358,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T16,2.333333333,1,1,Left,Uncontrolled,Yes
359,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T17,1,1,1,Left,Signalized,No
360,20,2022,Never,2000,1981,No,Never,A few times a year or less,A few days a week,A few days a week,T18,3,1,1,Left,Signalized,No
361,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T1,1,1,1,Right,Signalized,No
362,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T2,2,1,1,Left,Signalized,No
363,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T3,1,1,1,Right,Signalized,No
364,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T4,1,1,1,Right,Signalized,No
365,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T5,1,1,1,Left,Uncontrolled,No
366,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T6,1,2.333333333,1,Left,Signalized,No
367,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T7,1,1,1,Left,Uncontrolled,Yes
368,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T8,1.333333333,1,1.333333333,Right,Uncontrolled,No
369,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T9,1,1,1,Right,Uncontrolled,No
370,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T10,1.333333333,1,1,Right,Signalized,No
371,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T11,1,1,1,Right,Signalized,No
372,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T12,1,1,1,Left,Uncontrolled,No
373,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T13,2,1,1,Right,Signalized,No
374,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T14,1,1,1,Right,Uncontrolled,No
375,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T15,NA,NA,NA,Right,Signalized,NA
376,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T16,NA,NA,NA,Left,Uncontrolled,NA
377,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T17,NA,NA,NA,Left,Signalized,NA
378,21,2023,Never,1994,1976,No,Never,A few days a week,A few days a week,A few days a week,T18,NA,NA,NA,Left,Signalized,NA
379,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T1,1.333333333,1,1,Right,Signalized,No
380,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T2,3,2,1,Left,Signalized,No
381,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T3,1,1,1,Right,Signalized,No
382,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T4,2,2,1,Right,Signalized,No
383,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T5,1,1,1,Left,Uncontrolled,Yes
384,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T6,1,2,1,Left,Signalized,No
385,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T7,1.666666667,1.333333333,1,Left,Uncontrolled,No
386,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T8,1,1,1,Right,Uncontrolled,Yes
387,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T9,1,1,1,Right,Uncontrolled,No
388,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T10,1,1,1,Right,Signalized,No
389,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T11,1,1,1,Right,Signalized,No
390,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T12,1.333333333,1,1,Left,Uncontrolled,No
391,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T13,1.333333333,2,1,Right,Signalized,Yes
392,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T14,1.666666667,1.666666667,1,Right,Uncontrolled,No
393,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T15,1,1.666666667,1,Right,Signalized,Yes
394,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T16,2,1,1,Left,Uncontrolled,No
395,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T17,1,1,1,Left,Signalized,No
396,22,2024,A few days a month,2002,1978,No,Never,Never,A few days a month,A few days a month,T18,1,1,1,Left,Signalized,No
397,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T1,3,2,1,Right,Signalized,Yes
398,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T2,3,2,1,Left,Signalized,No
399,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T3,1,1,1,Right,Signalized,Yes
400,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T4,1,2,1,Right,Signalized,Yes
401,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T5,1,1,1,Left,Uncontrolled,No
402,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T6,1,1,1,Left,Signalized,No
403,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T7,1,1,1,Left,Uncontrolled,Yes
404,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T8,1.666666667,1,1,Right,Uncontrolled,Yes
405,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T9,1,1.666666667,1,Right,Uncontrolled,No
406,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T10,1,1,1,Right,Signalized,Yes
407,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T11,1,1,1,Right,Signalized,No
408,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T12,1.333333333,1,1,Left,Uncontrolled,No
409,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T13,1,1,1,Right,Signalized,No
410,23,2025,A few days a month,1991,1973,Yes,A few days a month,A few days a month,A few days a week,Every day or almost every day,T14,1,1.333333333,1,Right,Uncontrolled,Yes
