"","id","ID","cycexp","G2_year","YOB","famfriends","cycling_test","walk_test","downtown_test","downtown_tor","traffic_type","turn_num","density"
"342",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","MV","T18",3
"343",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T1",1
"344",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T2",2.333333333
"345",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T3",1
"346",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T4",2.666666667
"347",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T5",1
"348",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T6",2
"349",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T7",1
"350",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T8",1
"351",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T9",1.333333333
"352",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T10",1
"353",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T11",2
"354",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T12",1
"355",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T13",3
"356",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T14",1
"357",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T15",2
"358",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T16",1
"359",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T17",1
"360",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","PED","T18",1
"361",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T1",1
"362",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T2",1
"363",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T3",1
"364",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T4",1
"365",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T5",1
"366",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T6",1
"367",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T7",1
"368",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T8",1
"369",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T9",1
"370",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T10",1
"371",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T11",1
"372",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T12",1
"373",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T13",1
"374",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T14",1
"375",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T15",1
"376",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T16",1
"377",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T17",1
"378",7,2009,"Never",2014,1982,"No","Never","A few times a year or less","A few times a year or less","A few days a month","CYC","T18",1
"379",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T1",1
"380",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T2",1
"381",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV"," T3",1
"382",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T4",1.333333333
"383",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T5",2.333333333
"384",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T6",1
"385",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T7",2
"386",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T8",NA
"387",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV ","T9",NA
"388",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV ","T10",1
"389",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T11",2
"390",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T12",1
"391",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T13",1
"392",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T14",1
"393",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T15",2.666666667
"394",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T16",1
"395",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T17",1
"396",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","MV","T18",2.333333333
"397",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T1",1
"398",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T2",2
"399",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T3",1
"400",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T4",2
"401",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T5",1
"402",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T6",1.666666667
"403",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T7",1
"404",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T8",NA
"405",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T9",NA
"406",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T10",1
"407",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T11",2.666666667
"408",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T12",1
"409",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T13",1.666666667
"410",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T14",1
"411",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T15",2.333333333
"412",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T16",1
"413",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T17",1
"414",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","PED","T18",1
"415",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T1",1
"416",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T2",1
"417",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T3",1
"418",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T4",1
"419",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T5",1
"420",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T6",1
"421",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T7",1
"422",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T8",NA
"423",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T9",NA
"424",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T10",1
"425",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T11",1
"426",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T12",1
"427",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T13",1
"428",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T14",1
"429",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T15",1
"430",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T16",1
"431",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T17",1
"432",8,2010,"A few days a week",1996,1978,"Yes","A few days a week","A few days a month","A few days a month","A few days a week","CYC","T18",1
"433",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T1",1.666666667
"434",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T2",1
"435",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV"," T3",2
"436",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T4",1
"437",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T5",1
"438",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T6",1
"439",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T7",1
"440",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T8",2.333333333
"441",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV ","T9",1
"442",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV ","T10",2
"443",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T11",1
"444",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T12",1
"445",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T13",1
"446",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T14",1
"447",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T15",2
"448",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T16",1
"449",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T17",1
"450",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","MV","T18",2
"451",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T1",1
"452",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T2",1
"453",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T3",1
"454",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T4",1.666666667
"455",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T5",1
"456",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T6",1
"457",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T7",1
"458",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T8",2
"459",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T9",1
"460",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T10",1
"461",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T11",1
"462",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T12",1
"463",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T13",1
"464",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T14",1
"465",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T15",1
"466",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T16",1
"467",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T17",1
"468",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","PED","T18",1
"469",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T1",1
"470",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T2",1
"471",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T3",1
"472",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T4",1
"473",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T5",1
"474",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T6",1
"475",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T7",1
"476",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T8",1
"477",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T9",1
"478",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T10",1
"479",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T11",1
"480",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T12",1
"481",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T13",1
"482",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T14",1
"483",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T15",1
"484",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T16",1
"485",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T17",1
"486",9,2011,"Never",1997,1974,"No","Never","A few times a year or less","A few times a year or less","A few times a year or less","CYC","T18",1
"487",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T1",1
"488",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T2",2
"489",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV"," T3",1
"490",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T4",1
"491",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T5",1
"492",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T6",1
"493",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T7",2.333333333
"494",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T8",1.333333333
"495",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV ","T9",1
"496",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV ","T10",1
"497",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T11",1
"498",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T12",1
"499",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T13",1.666666667
"500",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T14",1
"501",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T15",1
"502",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T16",1
"503",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T17",1
"504",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","MV","T18",2
"505",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T1",1.666666667
"506",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T2",3
"507",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T3",1
"508",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T4",1.333333333
"509",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T5",1.666666667
"510",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T6",1.666666667
"511",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T7",1
"512",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T8",1
"513",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T9",1
"514",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T10",1
"515",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T11",1
"516",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T12",1
"517",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T13",1.333333333
"518",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T14",1
"519",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T15",1
"520",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T16",1
"521",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T17",1
"522",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","PED","T18",1
"523",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T1",1
"524",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T2",1
"525",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T3",1
"526",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T4",1
"527",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T5",1
"528",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T6",1
"529",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T7",1
"530",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T8",1
"531",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T9",1
"532",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T10",1
"533",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T11",1
"534",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T12",1
"535",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T13",1
"536",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T14",1
"537",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T15",1
"538",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T16",1
"539",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T17",1
"540",10,2012,"Every day or almost every day",1995,1979,"No","A few days a month","A few times a year or less","A few days a month","A few days a week","CYC","T18",1
"541",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T1",1
"542",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T2",2
"543",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV"," T3",1.666666667
"544",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T4",3
"545",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T5",3
"546",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T6",1.333333333
"547",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T7",3
"548",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T8",2
"549",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV ","T9",1
"550",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV ","T10",1.666666667
"551",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T11",2
"552",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T12",2
"553",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T13",1
"554",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T14",1
"555",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T15",1
"556",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T16",2.333333333
"557",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T17",1
"558",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","MV","T18",2
"559",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T1",1
"560",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T2",1.333333333
"561",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T3",1
"562",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T4",2.666666667
"563",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T5",1
"564",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T6",2.333333333
"565",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T7",1
"566",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T8",1
"567",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T9",1
"568",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T10",1
"569",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T11",1
"570",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T12",1
"571",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T13",1
"572",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T14",1
"573",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T15",2
"574",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T16",1
"575",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T17",1
"576",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","PED","T18",1
"577",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T1",1
"578",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T2",1
"579",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T3",1
"580",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T4",1
"581",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T5",1
"582",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T6",1
"583",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T7",1
"584",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T8",1
"585",11,2013,"Never",2013,1981,"No","Never","A few days a month","A few days a week","A few days a week","CYC","T9",1
